student,neighbourhood,schooldist,hoodname,age,sex,smoking_at_home,smoking_parents,smoking_siblings,alcohol,cannabis,tobacco,money,romantic,wave,friend_1,friend_2,friend_3,friend_4,friend_5,friend_6,bestfriend,bfperiod,bfwave
s044,2,2.26,Neighbourhood B,13.6,boy,no,no,no,3 once a month,2 tried once,1 none,5,no,t2,s067,s058,s071,s146,s151,NA,s136,from,t3
s044,2,2.26,Neighbourhood B,13.6,boy,no,no,no,5 more than once a week,3 occasional,3 regular,7,yes,t3,s136,s058,s146,NA,NA,NA,s136,from,t3
s044,2,2.26,Neighbourhood B,13.6,boy,no,no,no,3 once a month,3 occasional,1 none,5,no,t1,s051,s005,s058,s067,s078,s101,s136,to,t3
s044,2,2.26,Neighbourhood B,13.6,boy,no,no,no,3 once a month,2 tried once,1 none,5,no,t2,s067,s058,s071,s146,s151,NA,s136,to,t3
s044,2,2.26,Neighbourhood B,13.6,boy,no,no,no,5 more than once a week,3 occasional,3 regular,7,yes,t3,s136,s058,s146,NA,NA,NA,s136,to,t3
s045,4,NA,NA,13.8,girl,no,no,no,3 once a month,3 occasional,3 regular,7.5,yes,t1,s031,s064,NA,NA,NA,NA,s155,from,t2
s045,4,NA,NA,13.8,girl,no,no,no,3 once a month,3 occasional,3 regular,9.5,no,t2,s155,s031,NA,NA,NA,NA,s155,from,t2
s045,4,NA,NA,13.8,girl,no,no,no,4 once a week,3 occasional,2 occasional,20,no,t3,s160,NA,NA,NA,NA,NA,s155,from,t2
s045,4,NA,NA,13.8,girl,no,no,no,3 once a month,3 occasional,3 regular,7.5,yes,t1,s031,s064,NA,NA,NA,NA,s155,to,t2
s045,4,NA,NA,13.8,girl,no,no,no,3 once a month,3 occasional,3 regular,9.5,no,t2,s155,s031,NA,NA,NA,NA,s155,to,t2
s045,4,NA,NA,13.8,girl,no,no,no,4 once a week,3 occasional,2 occasional,20,no,t3,s160,NA,NA,NA,NA,NA,s155,to,t2
s045,4,NA,NA,13.8,girl,no,no,no,3 once a month,3 occasional,3 regular,7.5,yes,t1,s031,s064,NA,NA,NA,NA,s160,from,t3
s045,4,NA,NA,13.8,girl,no,no,no,3 once a month,3 occasional,3 regular,9.5,no,t2,s155,s031,NA,NA,NA,NA,s160,from,t3
s045,4,NA,NA,13.8,girl,no,no,no,4 once a week,3 occasional,2 occasional,20,no,t3,s160,NA,NA,NA,NA,NA,s160,from,t3
s045,4,NA,NA,13.8,girl,no,no,no,3 once a month,3 occasional,3 regular,7.5,yes,t1,s031,s064,NA,NA,NA,NA,s160,to,t3
s045,4,NA,NA,13.8,girl,no,no,no,3 once a month,3 occasional,3 regular,9.5,no,t2,s155,s031,NA,NA,NA,NA,s160,to,t3
s045,4,NA,NA,13.8,girl,no,no,no,4 once a week,3 occasional,2 occasional,20,no,t3,s160,NA,NA,NA,NA,NA,s160,to,t3
s046,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,4 once a week,1 none,1 none,10,yes,t1,s133,s045,s052,s063,s065,s099,s133,from,t1
s046,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,3 once a month,1 none,3 regular,20,yes,t2,s133,s032,s099,NA,NA,NA,s133,from,t1
s046,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,3 once a month,2 tried once,1 none,25,yes,t3,NA,NA,NA,NA,NA,NA,s133,from,t1
s046,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,4 once a week,1 none,1 none,10,yes,t1,s133,s045,s052,s063,s065,s099,s133,to,t2
s046,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,3 once a month,1 none,3 regular,20,yes,t2,s133,s032,s099,NA,NA,NA,s133,to,t2
s046,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,3 once a month,2 tried once,1 none,25,yes,t3,NA,NA,NA,NA,NA,NA,s133,to,t2
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,1 none,1 none,2 occasional,3,no,t1,s050,s042,s049,s057,s061,s068,s049,from,t2
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,1 none,3 occasional,3 regular,10,yes,t2,s049,NA,NA,NA,NA,NA,s049,from,t2
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,4 once a week,2 tried once,3 regular,7.5,no,t3,NA,NA,NA,NA,NA,NA,s049,from,t2
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,1 none,1 none,2 occasional,3,no,t1,s050,s042,s049,s057,s061,s068,s049,to,t2
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,1 none,3 occasional,3 regular,10,yes,t2,s049,NA,NA,NA,NA,NA,s049,to,t2
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,4 once a week,2 tried once,3 regular,7.5,no,t3,NA,NA,NA,NA,NA,NA,s049,to,t2
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,1 none,1 none,2 occasional,3,no,t1,s050,s042,s049,s057,s061,s068,s050,from,t1
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,1 none,3 occasional,3 regular,10,yes,t2,s049,NA,NA,NA,NA,NA,s050,from,t1
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,4 once a week,2 tried once,3 regular,7.5,no,t3,NA,NA,NA,NA,NA,NA,s050,from,t1
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,1 none,1 none,2 occasional,3,no,t1,s050,s042,s049,s057,s061,s068,s050,to,t1
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,1 none,3 occasional,3 regular,10,yes,t2,s049,NA,NA,NA,NA,NA,s050,to,t1
s047,2,2.26,Neighbourhood B,14.3,boy,yes,yes,no,4 once a week,2 tried once,3 regular,7.5,no,t3,NA,NA,NA,NA,NA,NA,s050,to,t1
s048,4,NA,NA,12.9,boy,yes,yes,NA,NA,1 none,1 none,10,no,t2,s032,s049,NA,NA,NA,NA,s032,from,t2
s048,4,NA,NA,12.9,boy,yes,yes,NA,3 once a month,2 tried once,1 none,10,no,t3,s032,s069,s049,s057,s060,NA,s032,from,t2
s048,4,NA,NA,12.9,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s032,from,t2
s048,4,NA,NA,12.9,boy,yes,yes,NA,NA,1 none,1 none,10,no,t2,s032,s049,NA,NA,NA,NA,s032,to,t3
s048,4,NA,NA,12.9,boy,yes,yes,NA,3 once a month,2 tried once,1 none,10,no,t3,s032,s069,s049,s057,s060,NA,s032,to,t3
s048,4,NA,NA,12.9,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s032,to,t3
s048,4,NA,NA,12.9,boy,yes,yes,NA,NA,1 none,1 none,10,no,t2,s032,s049,NA,NA,NA,NA,s069,from,t3
s048,4,NA,NA,12.9,boy,yes,yes,NA,3 once a month,2 tried once,1 none,10,no,t3,s032,s069,s049,s057,s060,NA,s069,from,t3
s048,4,NA,NA,12.9,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s069,from,t3
s048,4,NA,NA,12.9,boy,yes,yes,NA,NA,1 none,1 none,10,no,t2,s032,s049,NA,NA,NA,NA,s069,to,t3
s048,4,NA,NA,12.9,boy,yes,yes,NA,3 once a month,2 tried once,1 none,10,no,t3,s032,s069,s049,s057,s060,NA,s069,to,t3
s048,4,NA,NA,12.9,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s069,to,t3
s049,1,0.9,Neighbourhood A,13.1,boy,yes,yes,no,3 once a month,1 none,1 none,7.5,no,t1,s044,s050,s051,s058,s062,s067,s060,from,t3
s049,1,0.9,Neighbourhood A,13.1,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s036,s060,s075,s098,NA,NA,s060,from,t3
s049,1,0.9,Neighbourhood A,13.1,boy,yes,yes,no,4 once a week,3 occasional,2 occasional,20,no,t3,s060,s050,s057,s074,s106,s113,s060,from,t3
s049,1,0.9,Neighbourhood A,13.1,boy,yes,yes,no,3 once a month,1 none,1 none,7.5,no,t1,s044,s050,s051,s058,s062,s067,s060,to,t3
s049,1,0.9,Neighbourhood A,13.1,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s036,s060,s075,s098,NA,NA,s060,to,t3
s049,1,0.9,Neighbourhood A,13.1,boy,yes,yes,no,4 once a week,3 occasional,2 occasional,20,no,t3,s060,s050,s057,s074,s106,s113,s060,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s049,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s049,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s049,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s049,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s049,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s049,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s057,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s057,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s057,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s057,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s057,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s057,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s060,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s060,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s060,from,t1
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s060,to,t2
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s060,to,t2
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s060,to,t2
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s062,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s062,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s062,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s062,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s062,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s062,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s069,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s069,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s069,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s069,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s069,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s069,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s074,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s074,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s074,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s074,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s074,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s074,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s106,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s106,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s106,from,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,NA,1 none,1 none,10,no,t1,s049,s057,s060,s044,s051,s058,s106,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,1 none,1 none,10,no,t2,s049,s057,s060,s062,NA,NA,s106,to,t3
s050,2,2.26,Neighbourhood B,13.3,boy,yes,yes,no,4 once a week,3 occasional,1 none,15,no,t3,s049,s057,s062,s069,s074,s106,s106,to,t3
s051,3,3.69,Neighbourhood C,13.4,boy,yes,yes,yes,3 once a month,3 occasional,1 none,3,no,t1,s005,s035,s044,s101,s149,NA,s101,from,t3
s051,3,3.69,Neighbourhood C,13.4,boy,yes,yes,yes,3 once a month,3 occasional,1 none,50,no,t2,s005,s044,s101,NA,NA,NA,s101,from,t3
s051,3,3.69,Neighbourhood C,13.4,boy,yes,yes,yes,3 once a month,4 regular,1 none,7,no,t3,s101,s005,s062,s075,s149,NA,s101,from,t3
s051,3,3.69,Neighbourhood C,13.4,boy,yes,yes,yes,3 once a month,3 occasional,1 none,3,no,t1,s005,s035,s044,s101,s149,NA,s101,to,t3
s051,3,3.69,Neighbourhood C,13.4,boy,yes,yes,yes,3 once a month,3 occasional,1 none,50,no,t2,s005,s044,s101,NA,NA,NA,s101,to,t3
s051,3,3.69,Neighbourhood C,13.4,boy,yes,yes,yes,3 once a month,4 regular,1 none,7,no,t3,s101,s005,s062,s075,s149,NA,s101,to,t3
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,3 once a month,1 none,1 none,10,no,t1,s066,s028,s065,s072,s087,NA,s066,from,t1
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,5 more than once a week,3 occasional,3 regular,10,no,t2,s065,s087,s107,s123,s155,NA,s066,from,t1
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,5 more than once a week,3 occasional,3 regular,35,yes,t3,s107,s065,s087,NA,NA,NA,s066,from,t1
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,3 once a month,1 none,1 none,10,no,t1,s066,s028,s065,s072,s087,NA,s066,to,t1
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,5 more than once a week,3 occasional,3 regular,10,no,t2,s065,s087,s107,s123,s155,NA,s066,to,t1
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,5 more than once a week,3 occasional,3 regular,35,yes,t3,s107,s065,s087,NA,NA,NA,s066,to,t1
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,3 once a month,1 none,1 none,10,no,t1,s066,s028,s065,s072,s087,NA,s107,from,t3
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,5 more than once a week,3 occasional,3 regular,10,no,t2,s065,s087,s107,s123,s155,NA,s107,from,t3
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,5 more than once a week,3 occasional,3 regular,35,yes,t3,s107,s065,s087,NA,NA,NA,s107,from,t3
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,3 once a month,1 none,1 none,10,no,t1,s066,s028,s065,s072,s087,NA,s107,to,t3
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,5 more than once a week,3 occasional,3 regular,10,no,t2,s065,s087,s107,s123,s155,NA,s107,to,t3
s052,1,0.9,Neighbourhood A,13.8,girl,no,no,no,5 more than once a week,3 occasional,3 regular,35,yes,t3,s107,s065,s087,NA,NA,NA,s107,to,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,NA,1 none,1 none,5.5,no,t1,s070,s043,s056,s059,s061,s125,s056,from,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,NA,1 none,1 none,4,yes,t2,s070,s056,s059,s061,s068,s099,s056,from,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,1 none,1 none,1 none,15.53,yes,t3,s056,s070,s061,s079,s092,NA,s056,from,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,NA,1 none,1 none,5.5,no,t1,s070,s043,s056,s059,s061,s125,s056,to,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,NA,1 none,1 none,4,yes,t2,s070,s056,s059,s061,s068,s099,s056,to,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,1 none,1 none,1 none,15.53,yes,t3,s056,s070,s061,s079,s092,NA,s056,to,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,NA,1 none,1 none,5.5,no,t1,s070,s043,s056,s059,s061,s125,s070,from,t1
s055,4,NA,NA,12.9,girl,yes,yes,no,NA,1 none,1 none,4,yes,t2,s070,s056,s059,s061,s068,s099,s070,from,t1
s055,4,NA,NA,12.9,girl,yes,yes,no,1 none,1 none,1 none,15.53,yes,t3,s056,s070,s061,s079,s092,NA,s070,from,t1
s055,4,NA,NA,12.9,girl,yes,yes,no,NA,1 none,1 none,5.5,no,t1,s070,s043,s056,s059,s061,s125,s070,to,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,NA,1 none,1 none,4,yes,t2,s070,s056,s059,s061,s068,s099,s070,to,t3
s055,4,NA,NA,12.9,girl,yes,yes,no,1 none,1 none,1 none,15.53,yes,t3,s056,s070,s061,s079,s092,NA,s070,to,t3
s056,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,1 none,1 none,1 none,6,yes,t1,s105,s059,s061,NA,NA,NA,s105,from,t1
s056,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,1 none,1 none,1 none,8,yes,t2,s105,s052,s061,s088,s121,NA,s105,from,t1
s056,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,3 once a month,1 none,1 none,10,no,t3,s105,s088,s112,s121,s132,NA,s105,from,t1
s056,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,1 none,1 none,1 none,6,yes,t1,s105,s059,s061,NA,NA,NA,s105,to,t3
s056,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,1 none,1 none,1 none,8,yes,t2,s105,s052,s061,s088,s121,NA,s105,to,t3
s056,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,3 once a month,1 none,1 none,10,no,t3,s105,s088,s112,s121,s132,NA,s105,to,t3
s057,1,0.9,Neighbourhood A,13.7,boy,no,no,no,4 once a week,1 none,2 occasional,5,yes,t1,s133,s046,s049,s050,s060,NA,s133,from,t1
s057,1,0.9,Neighbourhood A,13.7,boy,no,no,no,4 once a week,1 none,3 regular,7,no,t2,s049,s050,s060,s062,NA,NA,s133,from,t1
s057,1,0.9,Neighbourhood A,13.7,boy,no,no,no,3 once a month,3 occasional,1 none,12,no,t3,s049,s050,s060,s074,s106,s113,s133,from,t1
s057,1,0.9,Neighbourhood A,13.7,boy,no,no,no,4 once a week,1 none,2 occasional,5,yes,t1,s133,s046,s049,s050,s060,NA,s133,to,t1
s057,1,0.9,Neighbourhood A,13.7,boy,no,no,no,4 once a week,1 none,3 regular,7,no,t2,s049,s050,s060,s062,NA,NA,s133,to,t1
s057,1,0.9,Neighbourhood A,13.7,boy,no,no,no,3 once a month,3 occasional,1 none,12,no,t3,s049,s050,s060,s074,s106,s113,s133,to,t1
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,4 once a week,2 tried once,1 none,13.5,yes,t1,s044,s051,s067,s071,s146,NA,s044,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,3 once a month,2 tried once,1 none,15,yes,t2,s044,s067,s071,s146,s094,NA,s044,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,5 more than once a week,3 occasional,1 none,25,no,t3,s044,s071,s136,s146,NA,NA,s044,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,4 once a week,2 tried once,1 none,13.5,yes,t1,s044,s051,s067,s071,s146,NA,s044,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,3 once a month,2 tried once,1 none,15,yes,t2,s044,s067,s071,s146,s094,NA,s044,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,5 more than once a week,3 occasional,1 none,25,no,t3,s044,s071,s136,s146,NA,NA,s044,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,4 once a week,2 tried once,1 none,13.5,yes,t1,s044,s051,s067,s071,s146,NA,s067,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,3 once a month,2 tried once,1 none,15,yes,t2,s044,s067,s071,s146,s094,NA,s067,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,5 more than once a week,3 occasional,1 none,25,no,t3,s044,s071,s136,s146,NA,NA,s067,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,4 once a week,2 tried once,1 none,13.5,yes,t1,s044,s051,s067,s071,s146,NA,s067,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,3 once a month,2 tried once,1 none,15,yes,t2,s044,s067,s071,s146,s094,NA,s067,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,5 more than once a week,3 occasional,1 none,25,no,t3,s044,s071,s136,s146,NA,NA,s067,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,4 once a week,2 tried once,1 none,13.5,yes,t1,s044,s051,s067,s071,s146,NA,s071,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,3 once a month,2 tried once,1 none,15,yes,t2,s044,s067,s071,s146,s094,NA,s071,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,5 more than once a week,3 occasional,1 none,25,no,t3,s044,s071,s136,s146,NA,NA,s071,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,4 once a week,2 tried once,1 none,13.5,yes,t1,s044,s051,s067,s071,s146,NA,s071,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,3 once a month,2 tried once,1 none,15,yes,t2,s044,s067,s071,s146,s094,NA,s071,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,5 more than once a week,3 occasional,1 none,25,no,t3,s044,s071,s136,s146,NA,NA,s071,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,4 once a week,2 tried once,1 none,13.5,yes,t1,s044,s051,s067,s071,s146,NA,s146,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,3 once a month,2 tried once,1 none,15,yes,t2,s044,s067,s071,s146,s094,NA,s146,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,5 more than once a week,3 occasional,1 none,25,no,t3,s044,s071,s136,s146,NA,NA,s146,from,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,4 once a week,2 tried once,1 none,13.5,yes,t1,s044,s051,s067,s071,s146,NA,s146,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,3 once a month,2 tried once,1 none,15,yes,t2,s044,s067,s071,s146,s094,NA,s146,to,t2
s058,1,0.9,Neighbourhood A,13.2,boy,yes,no,no,5 more than once a week,3 occasional,1 none,25,no,t3,s044,s071,s136,s146,NA,NA,s146,to,t2
s059,3,3.69,Neighbourhood C,13.4,girl,yes,yes,no,3 once a month,1 none,1 none,-1,no,t1,s135,s043,s056,s088,s097,s105,s135,from,t1
s059,3,3.69,Neighbourhood C,13.4,girl,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t2,s135,s043,NA,NA,NA,NA,s135,from,t1
s059,3,3.69,Neighbourhood C,13.4,girl,yes,yes,no,3 once a month,1 none,1 none,99.99,no,t3,s135,NA,NA,NA,NA,NA,s135,from,t1
s059,3,3.69,Neighbourhood C,13.4,girl,yes,yes,no,3 once a month,1 none,1 none,-1,no,t1,s135,s043,s056,s088,s097,s105,s135,to,t2
s059,3,3.69,Neighbourhood C,13.4,girl,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t2,s135,s043,NA,NA,NA,NA,s135,to,t2
s059,3,3.69,Neighbourhood C,13.4,girl,yes,yes,no,3 once a month,1 none,1 none,99.99,no,t3,s135,NA,NA,NA,NA,NA,s135,to,t2
s060,1,0.9,Neighbourhood A,13.4,boy,no,no,no,3 once a month,2 tried once,1 none,10.5,yes,t1,s057,s046,s049,s050,s058,s133,s057,from,t1
s060,1,0.9,Neighbourhood A,13.4,boy,no,no,no,3 once a month,1 none,1 none,10,no,t2,s057,s049,s050,s058,s062,NA,s057,from,t1
s060,1,0.9,Neighbourhood A,13.4,boy,no,no,no,3 once a month,2 tried once,1 none,20,no,t3,s049,s050,s057,s074,s106,s113,s057,from,t1
s060,1,0.9,Neighbourhood A,13.4,boy,no,no,no,3 once a month,2 tried once,1 none,10.5,yes,t1,s057,s046,s049,s050,s058,s133,s057,to,t2
s060,1,0.9,Neighbourhood A,13.4,boy,no,no,no,3 once a month,1 none,1 none,10,no,t2,s057,s049,s050,s058,s062,NA,s057,to,t2
s060,1,0.9,Neighbourhood A,13.4,boy,no,no,no,3 once a month,2 tried once,1 none,20,no,t3,s049,s050,s057,s074,s106,s113,s057,to,t2
s061,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,3,yes,t1,s079,s047,s048,s056,s059,NA,s079,from,t1
